"code";"description";"procurement_category";"name";"parent";"language_code"
"19170000-8";;"goods";"Leather articles used in machinery or mechanical appliances";"19100000-7";"en"
"19170000-8";;"goods";"Articole din piele utilizate la maşini sau la dispozitive mecanice";"19100000-7";"ro"
"19170000-8";;"goods";"Кожаные изделия, используемые в машинах или механических устройствах";"19100000-7";"ru"
"19200000-8";;"goods";"Textile fabrics and related items";"19000000-6";"en"
"19200000-8";;"goods";"Materiale textile şi articole conexe";"19000000-6";"ro"
"19200000-8";;"goods";"Текстильные материалы и другие аналогичные изделия";"19000000-6";"ru"
"19210000-1";;"goods";"Woven fabrics";"19200000-8";"en"
"19210000-1";;"goods";"Ţesături";"19200000-8";"ro"
"19210000-1";;"goods";"Ткани";"19200000-8";"ru"
"19211000-8";;"goods";"Synthetic woven fabrics";"19210000-1";"en"
"19211000-8";;"goods";"Ţesături sintetice";"19210000-1";"ro"
"19211000-8";;"goods";"Синтетические ткани";"19210000-1";"ru"
"19211100-9";;"goods";"Mixed woven fabrics";"19211000-8";"en"
"19211100-9";;"goods";"Ţesături mixte";"19211000-8";"ro"
"19211100-9";;"goods";"Ткани смешанные";"19211000-8";"ru"
"19212000-5";;"goods";"Woven fabrics of cotton";"19210000-1";"en"
"19212000-5";;"goods";"Ţesături din bumbac";"19210000-1";"ro"
"19212000-5";;"goods";"Хлопковые ткани";"19210000-1";"ru"
"19212100-6";;"goods";"Ticking";"19212000-5";"en"
"19212100-6";;"goods";"Doc";"19212000-5";"ro"
"19212100-6";;"goods";"Парусина";"19212000-5";"ru"
"19212200-7";;"goods";"Denim";"19212000-5";"en"
"19212200-7";;"goods";"Denim";"19212000-5";"ro"
"19212200-7";;"goods";"Джинсы";"19212000-5";"ru"
"19212300-8";;"goods";"Canvas";"19212000-5";"en"
"19212300-8";;"goods";"Pânză";"19212000-5";"ro"
"19212300-8";;"goods";"Полотно";"19212000-5";"ru"
"19212310-1";;"goods";"Canvas items";"19212000-5";"en"
"19212310-1";;"goods";"Articole din pânză";"19212000-5";"ro"
"19212310-1";;"goods";"Полотняные изделия";"19212000-5";"ru"
"19212400-9";;"goods";"Poplin";"19212000-5";"en"
"19212400-9";;"goods";"Poplin";"19212000-5";"ro"
"19212400-9";;"goods";"Поплин";"19212000-5";"ru"
"19212500-0";;"goods";"Webbing";"19212000-5";"en"
"19212500-0";;"goods";"Şnururi";"19212000-5";"ro"
"19212500-0";;"goods";"Шнуры";"19212000-5";"ru"
"19212510-3";;"goods";"Webbing straps";"19212000-5";"en"
"19212510-3";;"goods";"Curele";"19212000-5";"ro"
"19212510-3";;"goods";"Ремни";"19212000-5";"ru"
"19220000-4";;"goods";"Woollen fabrics";"19200000-8";"en"
"19220000-4";;"goods";"Materiale din lână";"19200000-8";"ro"
"19220000-4";;"goods";"Шерстяные материалы";"19200000-8";"ru"
"19230000-7";;"goods";"Linen fabrics";"19200000-8";"en"
"19230000-7";;"goods";"Ţesături de in";"19200000-8";"ro"
"19230000-7";;"goods";"Льняные ткани";"19200000-8";"ru"
"19231000-4";;"goods";"Linen";"19230000-7";"en"
"19231000-4";;"goods";"Lenjerie";"19230000-7";"ro"
"19231000-4";;"goods";"Белье";"19230000-7";"ru"
"19240000-0";;"goods";"Special fabrics";"19200000-8";"en"
"19240000-0";;"goods";"Ţesături speciale";"19200000-8";"ro"
"19240000-0";;"goods";"Специальные ткани";"19200000-8";"ru"
"19241000-7";;"goods";"Pile";"19240000-0";"en"
"19241000-7";;"goods";"Catifea";"19240000-0";"ro"
"19241000-7";;"goods";"Бархат";"19240000-0";"ru"
"19242000-4";;"goods";"Terry towelling";"19240000-0";"en"
"19242000-4";;"goods";"Ţesături pluşate";"19240000-0";"ro"
"19242000-4";;"goods";"Ткани ворсовые";"19240000-0";"ru"
"19243000-1";;"goods";"Upholstery fabrics";"19240000-0";"en"
"19243000-1";;"goods";"Ţesături pentru tapiţerie";"19240000-0";"ro"
"19243000-1";;"goods";"Мебельные ткани";"19240000-0";"ru"
"19244000-8";;"goods";"Curtain fabrics";"19240000-0";"en"
"19244000-8";;"goods";"Ţesături pentru perdele";"19240000-0";"ro"
"19244000-8";;"goods";"Ткани для штор";"19240000-0";"ru"
"19245000-5";;"goods";"Lining fabrics";"19240000-0";"en"
"19245000-5";;"goods";"Ţesături pentru căptuşeală";"19240000-0";"ro"
"19245000-5";;"goods";"Ткани подкладочные";"19240000-0";"ru"
"19250000-3";;"goods";"Knitted or crocheted fabrics";"19200000-8";"en"
"19250000-3";;"goods";"Ţesături tricotate sau croşetate";"19200000-8";"ro"
"19250000-3";;"goods";"Трикотажные или вязаные ткани";"19200000-8";"ru"
"19251000-0";;"goods";"Knitted fabrics";"19250000-3";"en"
"19251000-0";;"goods";"Tricot";"19250000-3";"ro"
"19251000-0";;"goods";"Трикотаж";"19250000-3";"ru"
"19251100-1";;"goods";"Pile fabrics";"19251000-0";"en"
"19251100-1";;"goods";"Ţesături din catifea";"19251000-0";"ro"
"19251100-1";;"goods";"Бархатные ткани";"19251000-0";"ru"
"19252000-7";;"goods";"Crocheted fabrics";"19250000-3";"en"
"19252000-7";;"goods";"Ţesături croşetate";"19250000-3";"ro"
"19252000-7";;"goods";"Вязаные ткани";"19250000-3";"ru"
"19260000-6";;"goods";"Cloth";"19200000-8";"en"
"19260000-6";;"goods";"Stofă";"19200000-8";"ro"
"19260000-6";;"goods";"Шерстяная материя";"19200000-8";"ru"
"19270000-9";;"goods";"Non-woven fabrics";"19200000-8";"en"
"19270000-9";;"goods";"Ţesături fără urzeală";"19200000-8";"ro"
"19270000-9";;"goods";"Немнущиеся ткани";"19200000-8";"ru"
"19280000-2";;"goods";"Animal wool, hides and skins";"19200000-8";"en"
"19280000-2";;"goods";"Lână, piei brute şi prelucrate";"19200000-8";"ro"
"19280000-2";;"goods";"Шерсть, шкуры и кожа";"19200000-8";"ru"
"19281000-9";;"goods";"Wool";"19280000-2";"en"
"19281000-9";;"goods";"Lână";"19280000-2";"ro"
"19281000-9";;"goods";"Шерсть";"19280000-2";"ru"
"19282000-6";;"goods";"Animal skins";"19280000-2";"en"
"19282000-6";;"goods";"Piei prelucrate";"19280000-2";"ro"
"19282000-6";;"goods";"Кожа, дополнительно обработанная";"19280000-2";"ru"
"19283000-3";;"goods";"Bird skins and feathers";"19280000-2";"en"
"19283000-3";;"goods";"Piei prelucrate şi pene de pasăre";"19280000-2";"ro"
"19283000-3";;"goods";"Обработанная кожа и перья птиц";"19280000-2";"ru"
"19400000-0";;"goods";"Textile yarn and thread";"19000000-6";"en"
"19400000-0";;"goods";"Fire textile";"19000000-6";"ro"
"19400000-0";;"goods";"Пряжа";"19000000-6";"ru"
"19410000-3";;"goods";"Natural textile fibres";"19400000-0";"en"
"19410000-3";;"goods";"Fibre textile naturale";"19400000-0";"ro"
"19410000-3";;"goods";"Натуральные текстильные волокна,";"19400000-0";"ru"
"19420000-6";;"goods";"Artificial textile fibres";"19400000-0";"en"
"19420000-6";;"goods";"Fibre textile artificiale";"19400000-0";"ro"
"19420000-6";;"goods";"Искусственные текстильные волокна";"19400000-0";"ru"
"19430000-9";;"goods";"Textile yarn and thread of natural fibres";"19400000-0";"en"
"19430000-9";;"goods";"Fire textile din fibre naturale";"19400000-0";"ro"
"19430000-9";;"goods";"Пряжа из натуральных волокон";"19400000-0";"ru"
"19431000-6";;"goods";"Silk yarn";"19430000-9";"en"
"19431000-6";;"goods";"Fire de mătase";"19430000-9";"ro"
"19431000-6";;"goods";"Шелковая пряжа";"19430000-9";"ru"
"19432000-3";;"goods";"Wool yarn";"19430000-9";"en"
"19432000-3";;"goods";"Fire de lână";"19430000-9";"ro"
"19432000-3";;"goods";"Шерстяная пряжа";"19430000-9";"ru"
"19433000-0";;"goods";"Cotton yarn";"19430000-9";"en"
"19433000-0";;"goods";"Fire de bumbac";"19430000-9";"ro"
"19433000-0";;"goods";"Хлопчатобумажная пряжа";"19430000-9";"ru"
"19434000-7";;"goods";"Flax yarn";"19430000-9";"en"
"19434000-7";;"goods";"Fire de in";"19430000-9";"ro"
"19434000-7";;"goods";"Льняная пряжа";"19430000-9";"ru"
"19435000-4";;"goods";"Sewing thread and yarn of natural fibres";"19430000-9";"en"
"19435000-4";;"goods";"Fire pentru cusut din fibre naturale";"19430000-9";"ro"
"19435000-4";;"goods";"Нитки швейные из натуральных волокон";"19430000-9";"ru"
"19435100-5";;"goods";"Sewing thread";"19435000-4";"en"
"19435100-5";;"goods";"Fire pentru cusut";"19435000-4";"ro"
"19435100-5";;"goods";"Нитки";"19435000-4";"ru"
"19435200-6";;"goods";"Knitting yarn";"19435000-4";"en"
"19435200-6";;"goods";"Fire pentru tricotat";"19435000-4";"ro"
"19435200-6";;"goods";"Пряжа для вязания";"19435000-4";"ru"
"19436000-1";;"goods";"Vegetable textile-fibre yarn";"19430000-9";"en"
"19436000-1";;"goods";"Fire din fibre textile vegetale";"19430000-9";"ro"
"19436000-1";;"goods";"Пряжа из текстильных растительных волокон";"19430000-9";"ru"
"19440000-2";;"goods";"Synthetic yarn or thread";"19400000-0";"en"
"19440000-2";;"goods";"Fire sau aţe sintetice";"19400000-0";"ro"
"19440000-2";;"goods";"Синтетическая пряжа или нити";"19400000-0";"ru"
"19441000-9";;"goods";"Synthetic yarn";"19440000-2";"en"
"19441000-9";;"goods";"Fire sintetice";"19440000-2";"ro"
"19441000-9";;"goods";"Синтетические нити";"19440000-2";"ru"
"19442000-6";;"goods";"Synthetic thread";"19440000-2";"en"
"19442000-6";;"goods";"Aţe sintetice";"19440000-2";"ro"
"19442000-6";;"goods";"Синтетические нити";"19440000-2";"ru"
"19442100-7";;"goods";"Synthetic sewing thread";"19442000-6";"en"
"19442100-7";;"goods";"Aţe pentru cusut sintetice";"19442000-6";"ro"
"19442100-7";;"goods";"Нитки швейные синтетические";"19442000-6";"ru"
"19442200-8";;"goods";"Synthetic knitting yarn";"19442000-6";"en"
"19442200-8";;"goods";"Fire pentru tricotat sintetice";"19442000-6";"ro"
"19442200-8";;"goods";"Синтетическая трикотажная пряжа";"19442000-6";"ru"
"19500000-1";;"goods";"Rubber and plastic materials";"19000000-6";"en"
"19500000-1";;"goods";"Materiale din cauciuc şi din plastic";"19000000-6";"ro"
"19500000-1";;"goods";"Резиновые и пластмассовые материалы";"19000000-6";"ru"
"19510000-4";;"goods";"Rubber products";"19500000-1";"en"
"19510000-4";;"goods";"Produse din cauciuc";"19500000-1";"ro"
"19510000-4";;"goods";"Резиновые изделия";"19500000-1";"ru"
"19511000-1";;"goods";"Rubber inner tubes, treads and flaps";"19510000-4";"en"
"19511000-1";;"goods";"Camere de aer, benzi de rulare şi flapsuri din cauciuc";"19510000-4";"ro"
"19511000-1";;"goods";"Камеры, протекторы и ободные ленты из резины";"19510000-4";"ru"
"19511100-2";;"goods";"Tyre flaps";"19511000-1";"en"
"19511100-2";;"goods";"Flapsuri";"19511000-1";"ro"
"19511100-2";;"goods";"Брызговики";"19511000-1";"ru"
"19511200-3";;"goods";"Inner tubes";"19511000-1";"en"
"19511200-3";;"goods";"Camere de aer";"19511000-1";"ro"
"19511200-3";;"goods";"Камеры";"19511000-1";"ru"
"19511300-4";;"goods";"Tyre treads";"19511000-1";"en"
"19511300-4";;"goods";"Benzi de rulare pentru pneuri";"19511000-1";"ro"
"19511300-4";;"goods";"Протекторы для шин";"19511000-1";"ru"
"19512000-8";;"goods";"Unvulcanised rubber articles";"19510000-4";"en"
"19512000-8";;"goods";"Articole de cauciuc nevulcanizat";"19510000-4";"ro"
"19512000-8";;"goods";"Изделия из невулканизированной резины";"19510000-4";"ru"
"19513000-5";;"goods";"Rubberised textile fabrics";"19510000-4";"en"
"19513000-5";;"goods";"Materiale textile cauciucate";"19510000-4";"ro"
"19513000-5";;"goods";"Прорезиненные текстильные изделия";"19510000-4";"ru"
"19513100-6";;"goods";"Tyre-cord fabric";"19513000-5";"en"
"19513100-6";;"goods";"Material cord pentru pneuri";"19513000-5";"ro"
"19513100-6";;"goods";"Материал шинного корда";"19513000-5";"ru"
"19513200-7";;"goods";"Adhesive tape of rubberised textiles";"19513000-5";"en"
"19513200-7";;"goods";"Bandă adezivă din materiale textile cauciucate";"19513000-5";"ro"
"19513200-7";;"goods";"Липкая лента из прорезиненной ткани";"19513000-5";"ru"
"19514000-2";;"goods";"Reclaimed rubber";"19510000-4";"en"
"19514000-2";;"goods";"Cauciuc regenerat";"19510000-4";"ro"
"19514000-2";;"goods";"Регенерированная резина";"19510000-4";"ru"
"19520000-7";;"goods";"Plastic products";"19500000-1";"en"
"19520000-7";;"goods";"Produse din plastic";"19500000-1";"ro"
"19520000-7";;"goods";"Изделия из пластика";"19500000-1";"ru"
"19521000-4";;"goods";"Polystyrene products";"19520000-7";"en"
"19521000-4";;"goods";"Produse din polistiren";"19520000-7";"ro"
"19521000-4";;"goods";"Полистироловые изделия";"19520000-7";"ru"
"19521100-5";;"goods";"Polystyrene sheeting";"19521000-4";"en"
"19521100-5";;"goods";"Folii din polistiren";"19521000-4";"ro"
"19521100-5";;"goods";"Полистироловые листы";"19521000-4";"ru"
"19521200-6";;"goods";"Polystyrene slabs";"19521000-4";"en"
"19521200-6";;"goods";"Plăci din polistiren";"19521000-4";"ro"
"19521200-6";;"goods";"Полистироловые пластины";"19521000-4";"ru"
"19522000-1";;"goods";"Resins";"19520000-7";"en"
"19522000-1";;"goods";"Răşini";"19520000-7";"ro"
"19522000-1";;"goods";"Смолы";"19520000-7";"ru"
"19522100-2";;"goods";"Epoxy resin";"19522000-1";"en"
"19522100-2";;"goods";"Răşini epoxidice";"19522000-1";"ro"
"19522100-2";;"goods";"Эпоксидные смолы";"19522000-1";"ru"
"19522110-5";;"goods";"Epoxy-resin tubing";"19522000-1";"en"
"19522110-5";;"goods";"Tuburi din răşină epoxidică";"19522000-1";"ro"
"19522110-5";;"goods";"Трубы из эпоксидной смолы";"19522000-1";"ru"
"19600000-2";;"goods";"Leather, textile, rubber and plastic waste";"19000000-6";"en"
"19600000-2";;"goods";"Deşeuri de piele, textile, de cauciuc şi de plastic";"19000000-6";"ro"
"19600000-2";;"goods";"Отходы кожи, текстиля, резины и пластмасс";"19000000-6";"ru"
"19610000-5";;"goods";"Leather waste";"19600000-2";"en"
"19610000-5";;"goods";"Deşeuri de piele";"19600000-2";"ro"
"19610000-5";;"goods";"Кожаные отходы";"19600000-2";"ru"
"19620000-8";;"goods";"Textile waste";"19600000-2";"en"
"19620000-8";;"goods";"Deşeuri textile";"19600000-2";"ro"
"19620000-8";;"goods";"Текстильные отходы";"19600000-2";"ru"
"19630000-1";;"goods";"Rubber waste";"19600000-2";"en"
"19630000-1";;"goods";"Deşeuri de cauciuc";"19600000-2";"ro"
"19630000-1";;"goods";"Резиновые отходы";"19600000-2";"ru"
"19640000-4";;"goods";"Polythene waste and refuse sacks and bags";"19600000-2";"en"
"19640000-4";;"goods";"Saci şi pungi din polietilenă pentru deşeuri";"19600000-2";"ro"
"19640000-4";;"goods";"Полиэтиленовые пакеты и мешки для отходов";"19600000-2";"ru"
"19700000-3";;"goods";"Synthetic rubber and fibres";"19000000-6";"en"
"19700000-3";;"goods";"Cauciuc şi fibre sintetice";"19000000-6";"ro"
"19700000-3";;"goods";"Каучуковые и синтетические волокна";"19000000-6";"ru"
"19710000-6";;"goods";"Synthetic rubber";"19700000-3";"en"
"19710000-6";;"goods";"Cauciuc sintetic";"19700000-3";"ro"
"19710000-6";;"goods";"Синтетический каучук";"19700000-3";"ru"
"19720000-9";;"goods";"Synthetic fibres";"19700000-3";"en"
"19720000-9";;"goods";"Fibre sintetice";"19700000-3";"ro"
"19720000-9";;"goods";"Синтетические волокна";"19700000-3";"ru"
"19721000-6";;"goods";"Synthetic filament tow";"19720000-9";"en"
"19721000-6";;"goods";"Cabluri de fibre sintetice";"19720000-9";"ro"
"19721000-6";;"goods";"Кабель из синтетических волокон";"19720000-9";"ru"
"19722000-3";;"goods";"High-tenacity yarn";"19720000-9";"en"
"19722000-3";;"goods";"Fir cu rezistenţă mare";"19720000-9";"ro"
"19722000-3";;"goods";"Пряжа высокой прочности";"19720000-9";"ru"
"19723000-0";;"goods";"Single textured yarn";"19720000-9";"en"
"19723000-0";;"goods";"Fir cu textură simplă";"19720000-9";"ro"
"19723000-0";;"goods";"Пряжи с простой текстурирой";"19720000-9";"ru"
"19724000-7";;"goods";"Synthetic monofilament";"19720000-9";"en"
"19724000-7";;"goods";"Monofilamente sintetice";"19720000-9";"ro"
"19724000-7";;"goods";"Синтетические мононити";"19720000-9";"ru"
"19730000-2";;"goods";"Artificial fibres";"19700000-3";"en"
"19730000-2";;"goods";"Fibre artificiale";"19700000-3";"ro"
"19730000-2";;"goods";"Искусственные волокна";"19700000-3";"ru"
"19731000-9";;"goods";"Artificial staple fibres";"19730000-2";"en"
"19731000-9";;"goods";"Fibre artificiale scurte";"19730000-2";"ro"
"19731000-9";;"goods";"Искусственные короткие волокна";"19730000-2";"ru"
"19732000-6";;"goods";"Polypropylene";"19730000-2";"en"
"19732000-6";;"goods";"Polipropilenă";"19730000-2";"ro"
"19732000-6";;"goods";"Полипропилен";"19730000-2";"ru"
"19733000-3";;"goods";"Artificial textured yarn";"19730000-2";"en"
"19733000-3";;"goods";"Fir cu textură artificială";"19730000-2";"ro"
"19733000-3";;"goods";"Волокно с искусственной текстурирой";"19730000-2";"ru"
"22000000-0";;"goods";"Printed matter and related products";"";"en"
"22000000-0";;"goods";"Imprimate şi produse conexe";"";"ro"
"22000000-0";;"goods";"Печатная и сопутствующая продукция";"";"ru"
"22100000-1";;"goods";"Printed books, brochures and leaflets";"22000000-0";"en"
